date,driver_number,meeting_key,session_key,x,y,z
2025-05-25 12:21:28.470000+00:00,16,1261,9979,-7612,-6538,0
2025-05-25 12:21:28.629000+00:00,16,1261,9979,-7615,-6524,0
2025-05-25 12:21:28.809000+00:00,16,1261,9979,-7618,-6508,0
2025-05-25 12:21:29.169000+00:00,16,1261,9979,-7622,-6473,0
2025-05-25 12:21:29.589000+00:00,16,1261,9979,-7626,-6437,0
2025-05-25 12:21:29.709000+00:00,16,1261,9979,-7627,-6425,0
2025-05-25 12:21:29.949000+00:00,16,1261,9979,-7630,-6390,0
2025-05-25 12:21:30.249000+00:00,16,1261,9979,-7633,-6358,0
2025-05-25 12:21:30.529000+00:00,16,1261,9979,-7637,-6297,0
2025-05-25 12:21:30.909000+00:00,16,1261,9979,-7640,-6250,0
2025-05-25 12:21:31.189000+00:00,16,1261,9979,-7641,-6206,0
2025-05-25 12:21:31.409000+00:00,16,1261,9979,-7642,-6164,0
2025-05-25 12:21:31.789000+00:00,16,1261,9979,-7642,-6109,0
2025-05-25 12:21:32.169000+00:00,16,1261,9979,-7640,-6077,0
2025-05-25 12:21:32.450000+00:00,16,1261,9979,-7639,-6045,0
2025-05-25 12:21:32.650000+00:00,16,1261,9979,-7637,-6023,0
2025-05-25 12:21:32.710000+00:00,16,1261,9979,-7637,-6016,0
2025-05-25 12:21:33.010000+00:00,16,1261,9979,-7635,-5986,0
2025-05-25 12:21:33.170000+00:00,16,1261,9979,-7633,-5971,0
2025-05-25 12:21:34.190000+00:00,16,1261,9979,-7626,-5881,0
2025-05-25 12:21:34.650000+00:00,16,1261,9979,-7624,-5863,0
2025-05-25 12:21:34.790000+00:00,16,1261,9979,-7623,-5856,0
2025-05-25 12:21:35.070000+00:00,16,1261,9979,-7622,-5845,0
2025-05-25 12:21:35.229000+00:00,16,1261,9979,-7621,-5836,0
2025-05-25 12:21:35.669000+00:00,16,1261,9979,-7621,-5829,0
2025-05-25 12:21:35.749000+00:00,16,1261,9979,-7621,-5828,0
2025-05-25 12:21:36.049000+00:00,16,1261,9979,-7620,-5825,0
2025-05-25 12:21:36.249000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:36.509000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:36.789000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:36.969000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:37.309000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:37.569000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:37.969000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:38.149000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:38.349000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:38.689000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:38.830000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:39.030000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:39.390000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:39.810000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:39.910000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:40.170000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:40.590000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:40.870000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:41.290000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:41.610000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:41.829000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:42.189000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:42.449000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:42.889000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:43.129000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:43.549000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:43.929000+00:00,16,1261,9979,-7620,-5823,0
2025-05-25 12:21:44.169000+00:00,16,1261,9979,-7620,-5817,0
2025-05-25 12:21:44.429000+00:00,16,1261,9979,-7619,-5809,0
2025-05-25 12:21:44.729000+00:00,16,1261,9979,-7617,-5790,0
2025-05-25 12:21:44.889000+00:00,16,1261,9979,-7616,-5777,0
2025-05-25 12:21:45.049000+00:00,16,1261,9979,-7615,-5762,0
2025-05-25 12:21:45.370000+00:00,16,1261,9979,-7610,-5723,0
2025-05-25 12:21:45.610000+00:00,16,1261,9979,-7606,-5687,0
2025-05-25 12:21:45.790000+00:00,16,1261,9979,-7601,-5656,0
2025-05-25 12:21:46.010000+00:00,16,1261,9979,-7593,-5605,0
2025-05-25 12:21:46.330000+00:00,16,1261,9979,-7580,-5542,0
2025-05-25 12:21:46.530000+00:00,16,1261,9979,-7570,-5497,0
2025-05-25 12:21:46.850000+00:00,16,1261,9979,-7550,-5411,0
2025-05-25 12:21:46.990000+00:00,16,1261,9979,-7539,-5367,0
2025-05-25 12:21:47.270000+00:00,16,1261,9979,-7508,-5276,0
2025-05-25 12:21:47.450000+00:00,16,1261,9979,-7470,-5176,0
2025-05-25 12:21:47.850000+00:00,16,1261,9979,-7421,-5069,0
2025-05-25 12:21:48.190000+00:00,16,1261,9979,-7393,-5012,0
2025-05-25 12:21:48.369000+00:00,16,1261,9979,-7372,-4969,0
2025-05-25 12:21:48.669000+00:00,16,1261,9979,-7338,-4902,0
2025-05-25 12:21:48.829000+00:00,16,1261,9979,-7320,-4868,0
2025-05-25 12:21:49.169000+00:00,16,1261,9979,-7277,-4799,0
2025-05-25 12:21:49.469000+00:00,16,1261,9979,-7244,-4757,0
2025-05-25 12:21:49.769000+00:00,16,1261,9979,-7202,-4714,0
2025-05-25 12:21:49.929000+00:00,16,1261,9979,-7177,-4693,0
2025-05-25 12:21:50.149000+00:00,16,1261,9979,-7141,-4666,0
2025-05-25 12:21:50.309000+00:00,16,1261,9979,-7112,-4649,0
2025-05-25 12:21:50.509000+00:00,16,1261,9979,-7071,-4631,0
2025-05-25 12:21:50.669000+00:00,16,1261,9979,-7036,-4619,0
2025-05-25 12:21:50.949000+00:00,16,1261,9979,-6880,-4583,561
2025-05-25 12:21:51.289000+00:00,16,1261,9979,-6823,-4579,565
2025-05-25 12:21:51.469000+00:00,16,1261,9979,-6768,-4574,569
2025-05-25 12:21:51.769000+00:00,16,1261,9979,-6672,-4565,578
2025-05-25 12:21:51.909000+00:00,16,1261,9979,-6624,-4559,582
2025-05-25 12:21:52.130000+00:00,16,1261,9979,-6542,-4548,588
2025-05-25 12:21:52.470000+00:00,16,1261,9979,-6368,-4517,603
2025-05-25 12:21:52.850000+00:00,16,1261,9979,-6233,-4487,615
2025-05-25 12:21:52.970000+00:00,16,1261,9979,-6177,-4474,620
2025-05-25 12:21:53.230000+00:00,16,1261,9979,-6052,-4443,631
2025-05-25 12:21:53.430000+00:00,16,1261,9979,-5952,-4419,640
2025-05-25 12:21:53.610000+00:00,16,1261,9979,-5860,-4396,649
2025-05-25 12:21:53.810000+00:00,16,1261,9979,-5755,-4370,658
2025-05-25 12:21:54.070000+00:00,16,1261,9979,-5614,-4334,671
2025-05-25 12:21:54.290000+00:00,16,1261,9979,-5492,-4302,682
2025-05-25 12:21:54.450000+00:00,16,1261,9979,-5365,-4270,695
2025-05-25 12:21:54.670000+00:00,16,1261,9979,-5238,-4242,707
2025-05-25 12:21:54.910000+00:00,16,1261,9979,-5009,-4209,728
2025-05-25 12:21:55.329000+00:00,16,1261,9979,-4834,-4194,744
2025-05-25 12:21:55.489000+00:00,16,1261,9979,-4733,-4182,754
2025-05-25 12:21:55.669000+00:00,16,1261,9979,-4622,-4159,765
2025-05-25 12:21:55.769000+00:00,16,1261,9979,-4561,-4142,770
2025-05-25 12:21:56.129000+00:00,16,1261,9979,-4342,-4047,790
2025-05-25 12:21:56.349000+00:00,16,1261,9979,-4161,-3955,806
2025-05-25 12:21:56.649000+00:00,16,1261,9979,-4032,-3895,816
2025-05-25 12:21:56.829000+00:00,16,1261,9979,-3926,-3852,825
2025-05-25 12:21:57.009000+00:00,16,1261,9979,-3820,-3816,832
2025-05-25 12:21:57.329000+00:00,16,1261,9979,-3632,-3767,846
2025-05-25 12:21:57.489000+00:00,16,1261,9979,-3538,-3749,851
2025-05-25 12:21:57.649000+00:00,16,1261,9979,-3446,-3735,855
2025-05-25 12:21:57.909000+00:00,16,1261,9979,-3298,-3716,860
2025-05-25 12:21:58.169000+00:00,16,1261,9979,-3093,-3691,862
2025-05-25 12:21:58.570000+00:00,16,1261,9979,-2897,-3654,861
2025-05-25 12:21:58.930000+00:00,16,1261,9979,-2733,-3599,862
2025-05-25 12:21:59.250000+00:00,16,1261,9979,-2660,-3565,862
2025-05-25 12:21:59.530000+00:00,16,1261,9979,-2553,-3499,864
2025-05-25 12:21:59.750000+00:00,16,1261,9979,-2482,-3442,865
2025-05-25 12:21:59.910000+00:00,16,1261,9979,-2436,-3397,865
2025-05-25 12:22:00.110000+00:00,16,1261,9979,-2385,-3336,866
2025-05-25 12:22:00.450000+00:00,16,1261,9979,-2299,-3172,868
2025-05-25 12:22:00.770000+00:00,16,1261,9979,-2280,-3106,869
2025-05-25 12:22:01.070000+00:00,16,1261,9979,-2264,-2993,871
2025-05-25 12:22:01.270000+00:00,16,1261,9979,-2264,-2917,872
2025-05-25 12:22:01.490000+00:00,16,1261,9979,-2272,-2833,873
2025-05-25 12:22:01.689000+00:00,16,1261,9979,-2293,-2736,874
2025-05-25 12:22:01.949000+00:00,16,1261,9979,-2317,-2663,881
2025-05-25 12:22:02.149000+00:00,16,1261,9979,-2348,-2592,884
2025-05-25 12:22:02.389000+00:00,16,1261,9979,-2393,-2509,885
2025-05-25 12:22:02.749000+00:00,16,1261,9979,-2503,-2350,886
2025-05-25 12:22:03.089000+00:00,16,1261,9979,-2596,-2237,885
2025-05-25 12:22:03.529000+00:00,16,1261,9979,-2686,-2117,886
2025-05-25 12:22:03.889000+00:00,16,1261,9979,-2739,-1995,891
2025-05-25 12:22:05.130000+00:00,16,1261,9979,-2664,-1643,891
2025-05-25 12:22:05.450000+00:00,16,1261,9979,-2614,-1560,884
2025-05-25 12:22:05.730000+00:00,16,1261,9979,-2562,-1487,875
2025-05-25 12:22:06.050000+00:00,16,1261,9979,-2482,-1388,866
2025-05-25 12:22:06.270000+00:00,16,1261,9979,-2420,-1318,860
2025-05-25 12:22:06.490000+00:00,16,1261,9979,-2354,-1245,853
2025-05-25 12:22:06.650000+00:00,16,1261,9979,-2304,-1189,848
2025-05-25 12:22:06.850000+00:00,16,1261,9979,-2241,-1115,841
2025-05-25 12:22:07.110000+00:00,16,1261,9979,-2127,-959,825
2025-05-25 12:22:07.430000+00:00,16,1261,9979,-2067,-871,817
2025-05-25 12:22:07.610000+00:00,16,1261,9979,-2014,-793,809
2025-05-25 12:22:07.770000+00:00,16,1261,9979,-1969,-728,804
2025-05-25 12:22:08.030000+00:00,16,1261,9979,-1900,-635,795
2025-05-25 12:22:08.269000+00:00,16,1261,9979,-1809,-518,784
2025-05-25 12:22:08.569000+00:00,16,1261,9979,-1767,-466,779
2025-05-25 12:22:08.809000+00:00,16,1261,9979,-1713,-402,774
2025-05-25 12:22:09.169000+00:00,16,1261,9979,-1626,-306,766
2025-05-25 12:22:09.529000+00:00,16,1261,9979,-1569,-251,757
2025-05-25 12:22:09.709000+00:00,16,1261,9979,-1534,-225,755
2025-05-25 12:22:09.809000+00:00,16,1261,9979,-1514,-214,753
2025-05-25 12:22:10.149000+00:00,16,1261,9979,-1444,-197,749
2025-05-25 12:22:10.329000+00:00,16,1261,9979,-1376,-212,741
2025-05-25 12:22:10.729000+00:00,16,1261,9979,-1328,-239,735
2025-05-25 12:22:10.909000+00:00,16,1261,9979,-1300,-262,732
2025-05-25 12:22:11.189000+00:00,16,1261,9979,-1254,-325,727
2025-05-25 12:22:11.529000+00:00,16,1261,9979,-1237,-366,723
2025-05-25 12:22:11.710000+00:00,16,1261,9979,-1225,-404,721
2025-05-25 12:22:11.890000+00:00,16,1261,9979,-1215,-443,718
2025-05-25 12:22:12.090000+00:00,16,1261,9979,-1203,-491,714
2025-05-25 12:22:12.390000+00:00,16,1261,9979,-1181,-570,708
2025-05-25 12:22:12.630000+00:00,16,1261,9979,-1160,-639,701
2025-05-25 12:22:12.790000+00:00,16,1261,9979,-1142,-690,697
2025-05-25 12:22:13.110000+00:00,16,1261,9979,-1100,-796,691
2025-05-25 12:22:13.270000+00:00,16,1261,9979,-1060,-880,684
2025-05-25 12:22:13.730000+00:00,16,1261,9979,-1005,-977,675
2025-05-25 12:22:13.950000+00:00,16,1261,9979,-969,-1027,671
2025-05-25 12:22:14.050000+00:00,16,1261,9979,-951,-1048,670
2025-05-25 12:22:14.330000+00:00,16,1261,9979,-904,-1092,665
2025-05-25 12:22:14.550000+00:00,16,1261,9979,-866,-1116,662
2025-05-25 12:22:14.749000+00:00,16,1261,9979,-814,-1132,659
2025-05-25 12:22:15.009000+00:00,16,1261,9979,-787,-1131,658
2025-05-25 12:22:15.209000+00:00,16,1261,9979,-759,-1119,655
2025-05-25 12:22:15.609000+00:00,16,1261,9979,-732,-1069,655
2025-05-25 12:22:15.809000+00:00,16,1261,9979,-731,-1041,652
2025-05-25 12:22:15.989000+00:00,16,1261,9979,-734,-1017,649
2025-05-25 12:22:16.229000+00:00,16,1261,9979,-744,-979,644
2025-05-25 12:22:16.489000+00:00,16,1261,9979,-753,-956,643
2025-05-25 12:22:16.849000+00:00,16,1261,9979,-773,-916,640
2025-05-25 12:22:16.869000+00:00,16,1261,9979,-775,-913,640
2025-05-25 12:22:17.169000+00:00,16,1261,9979,-811,-863,633
2025-05-25 12:22:17.569000+00:00,16,1261,9979,-839,-831,629
2025-05-25 12:22:17.749000+00:00,16,1261,9979,-860,-809,627
2025-05-25 12:22:18.009000+00:00,16,1261,9979,-895,-773,622
2025-05-25 12:22:18.490000+00:00,16,1261,9979,-957,-706,616
2025-05-25 12:22:18.790000+00:00,16,1261,9979,-993,-658,611
2025-05-25 12:22:19.050000+00:00,16,1261,9979,-1019,-604,608
2025-05-25 12:22:19.250000+00:00,16,1261,9979,-1028,-561,606
2025-05-25 12:22:19.530000+00:00,16,1261,9979,-1017,-476,600
2025-05-25 12:22:19.770000+00:00,16,1261,9979,-1007,-452,598
2025-05-25 12:22:20.090000+00:00,16,1261,9979,-966,-397,591
2025-05-25 12:22:20.290000+00:00,16,1261,9979,-933,-367,588
2025-05-25 12:22:20.490000+00:00,16,1261,9979,-878,-329,582
2025-05-25 12:22:20.910000+00:00,16,1261,9979,-812,-294,575
2025-05-25 12:22:21.190000+00:00,16,1261,9979,-748,-264,568
2025-05-25 12:22:21.389000+00:00,16,1261,9979,-685,-238,564
2025-05-25 12:22:21.689000+00:00,16,1261,9979,-609,-210,560
2025-05-25 12:22:21.909000+00:00,16,1261,9979,-545,-190,557
2025-05-25 12:22:22.089000+00:00,16,1261,9979,-495,-178,555
2025-05-25 12:22:22.269000+00:00,16,1261,9979,-448,-171,553
2025-05-25 12:22:22.589000+00:00,16,1261,9979,-341,-177,548
2025-05-25 12:22:22.989000+00:00,16,1261,9979,-292,-203,546
2025-05-25 12:22:23.169000+00:00,16,1261,9979,-265,-232,546
2025-05-25 12:22:23.329000+00:00,16,1261,9979,-246,-262,545
2025-05-25 12:22:23.529000+00:00,16,1261,9979,-216,-332,545
2025-05-25 12:22:24.029000+00:00,16,1261,9979,-197,-413,545
2025-05-25 12:22:24.089000+00:00,16,1261,9979,-194,-428,545
2025-05-25 12:22:24.409000+00:00,16,1261,9979,-186,-529,545
2025-05-25 12:22:24.830000+00:00,16,1261,9979,-185,-609,545
2025-05-25 12:22:25.050000+00:00,16,1261,9979,-190,-717,545
2025-05-25 12:22:25.310000+00:00,16,1261,9979,-194,-767,545
2025-05-25 12:22:25.670000+00:00,16,1261,9979,-212,-930,543
2025-05-25 12:22:26.090000+00:00,16,1261,9979,-233,-1114,543
2025-05-25 12:22:27.070000+00:00,16,1261,9979,-284,-1582,542
2025-05-25 12:22:27.310000+00:00,16,1261,9979,-303,-1709,542
2025-05-25 12:22:27.490000+00:00,16,1261,9979,-325,-1804,542
2025-05-25 12:22:27.710000+00:00,16,1261,9979,-359,-1929,542
2025-05-25 12:22:28.049000+00:00,16,1261,9979,-453,-2208,541
2025-05-25 12:22:28.349000+00:00,16,1261,9979,-488,-2303,541
2025-05-25 12:22:28.509000+00:00,16,1261,9979,-525,-2398,541
2025-05-25 12:22:28.869000+00:00,16,1261,9979,-616,-2613,541
2025-05-25 12:22:28.929000+00:00,16,1261,9979,-632,-2650,541
2025-05-25 12:22:29.249000+00:00,16,1261,9979,-725,-2840,541
2025-05-25 12:22:29.469000+00:00,16,1261,9979,-799,-2967,541
2025-05-25 12:22:29.749000+00:00,16,1261,9979,-958,-3170,542
2025-05-25 12:22:30.029000+00:00,16,1261,9979,-1047,-3257,542
2025-05-25 12:22:30.249000+00:00,16,1261,9979,-1166,-3352,542
2025-05-25 12:22:30.549000+00:00,16,1261,9979,-1348,-3462,541
2025-05-25 12:22:30.769000+00:00,16,1261,9979,-1490,-3532,541
2025-05-25 12:22:31.009000+00:00,16,1261,9979,-1647,-3605,540
2025-05-25 12:22:31.169000+00:00,16,1261,9979,-1751,-3655,540
2025-05-25 12:22:31.430000+00:00,16,1261,9979,-1997,-3779,541
2025-05-25 12:22:31.810000+00:00,16,1261,9979,-2212,-3888,541
2025-05-25 12:22:31.970000+00:00,16,1261,9979,-2317,-3939,541
2025-05-25 12:22:32.190000+00:00,16,1261,9979,-2428,-3991,542
2025-05-25 12:22:32.370000+00:00,16,1261,9979,-2628,-4078,543
2025-05-25 12:22:32.770000+00:00,16,1261,9979,-2814,-4148,542
2025-05-25 12:22:32.970000+00:00,16,1261,9979,-2947,-4193,542
2025-05-25 12:22:33.310000+00:00,16,1261,9979,-3195,-4260,537
2025-05-25 12:22:33.610000+00:00,16,1261,9979,-3362,-4294,530
2025-05-25 12:22:33.810000+00:00,16,1261,9979,-3485,-4313,524
2025-05-25 12:22:34.030000+00:00,16,1261,9979,-3678,-4335,515
2025-05-25 12:22:34.489000+00:00,16,1261,9979,-3852,-4353,506
2025-05-25 12:22:34.929000+00:00,16,1261,9979,-3978,-4368,501
2025-05-25 12:22:35.089000+00:00,16,1261,9979,-4027,-4376,499
2025-05-25 12:22:35.329000+00:00,16,1261,9979,-4090,-4394,497
2025-05-25 12:22:35.549000+00:00,16,1261,9979,-4139,-4421,494
2025-05-25 12:22:35.749000+00:00,16,1261,9979,-4171,-4457,493
2025-05-25 12:22:35.929000+00:00,16,1261,9979,-4193,-4496,492
2025-05-25 12:22:36.029000+00:00,16,1261,9979,-4205,-4518,491
2025-05-25 12:22:36.269000+00:00,16,1261,9979,-4233,-4566,490
2025-05-25 12:22:36.509000+00:00,16,1261,9979,-4264,-4603,490
2025-05-25 12:22:36.689000+00:00,16,1261,9979,-4314,-4634,490
2025-05-25 12:22:37.149000+00:00,16,1261,9979,-4369,-4648,490
2025-05-25 12:22:37.429000+00:00,16,1261,9979,-4418,-4651,490
2025-05-25 12:22:37.649000+00:00,16,1261,9979,-4469,-4647,490
2025-05-25 12:22:37.869000+00:00,16,1261,9979,-4499,-4641,490
2025-05-25 12:22:38.210000+00:00,16,1261,9979,-4596,-4617,490
2025-05-25 12:22:38.650000+00:00,16,1261,9979,-4674,-4603,490
2025-05-25 12:22:38.830000+00:00,16,1261,9979,-4765,-4601,489
2025-05-25 12:22:39.210000+00:00,16,1261,9979,-4846,-4609,489
2025-05-25 12:22:39.470000+00:00,16,1261,9979,-4997,-4631,489
2025-05-25 12:22:39.790000+00:00,16,1261,9979,-5068,-4642,489
2025-05-25 12:22:40.010000+00:00,16,1261,9979,-5162,-4656,489
2025-05-25 12:22:40.350000+00:00,16,1261,9979,-5354,-4682,490
2025-05-25 12:22:40.650000+00:00,16,1261,9979,-5463,-4696,490
2025-05-25 12:22:40.830000+00:00,16,1261,9979,-5555,-4707,489
2025-05-25 12:22:41.069000+00:00,16,1261,9979,-5683,-4722,490
2025-05-25 12:22:41.349000+00:00,16,1261,9979,-5835,-4739,489
2025-05-25 12:22:41.549000+00:00,16,1261,9979,-5949,-4751,489
2025-05-25 12:22:41.709000+00:00,16,1261,9979,-6041,-4760,489
2025-05-25 12:22:41.909000+00:00,16,1261,9979,-6158,-4771,490
2025-05-25 12:22:42.089000+00:00,16,1261,9979,-6263,-4779,490
2025-05-25 12:22:42.389000+00:00,16,1261,9979,-6483,-4793,490
2025-05-25 12:22:42.649000+00:00,16,1261,9979,-6548,-4798,490
2025-05-25 12:22:42.929000+00:00,16,1261,9979,-6665,-4822,491
2025-05-25 12:22:43.149000+00:00,16,1261,9979,-6786,-4886,490
2025-05-25 12:22:43.489000+00:00,16,1261,9979,-6855,-4946,488
2025-05-25 12:22:43.809000+00:00,16,1261,9979,-6943,-5048,486
2025-05-25 12:22:44.009000+00:00,16,1261,9979,-6992,-5118,486
2025-05-25 12:22:44.189000+00:00,16,1261,9979,-7053,-5224,484
2025-05-25 12:22:44.610000+00:00,16,1261,9979,-7110,-5353,483
2025-05-25 12:22:44.850000+00:00,16,1261,9979,-7146,-5464,483
2025-05-25 12:22:45.090000+00:00,16,1261,9979,-7175,-5586,482
2025-05-25 12:22:45.110000+00:00,16,1261,9979,-7178,-5602,482
2025-05-25 12:22:45.330000+00:00,16,1261,9979,-7199,-5731,482
2025-05-25 12:22:45.650000+00:00,16,1261,9979,-7219,-5963,482
2025-05-25 12:22:45.970000+00:00,16,1261,9979,-7219,-6087,482
2025-05-25 12:22:46.330000+00:00,16,1261,9979,-7165,-6342,481
2025-05-25 12:22:46.710000+00:00,16,1261,9979,-7067,-6457,480
2025-05-25 12:22:46.930000+00:00,16,1261,9979,-6991,-6567,481
2025-05-25 12:22:47.090000+00:00,16,1261,9979,-6956,-6654,480
2025-05-25 12:22:47.210000+00:00,16,1261,9979,-6932,-6722,480
2025-05-25 12:22:47.510000+00:00,16,1261,9979,-6868,-6938,479
2025-05-25 12:22:47.949000+00:00,16,1261,9979,-6818,-7144,479
2025-05-25 12:22:48.089000+00:00,16,1261,9979,-6790,-7293,479
2025-05-25 12:22:48.449000+00:00,16,1261,9979,-6773,-7411,479
2025-05-25 12:22:48.749000+00:00,16,1261,9979,-6757,-7557,479
2025-05-25 12:22:48.969000+00:00,16,1261,9979,-6750,-7650,479
2025-05-25 12:22:49.089000+00:00,16,1261,9979,-6747,-7697,479
