date,driver_number,meeting_key,session_key,x,y,z
2025-05-25 12:08:32.649000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:32.809000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:33.049000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:33.309000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:33.469000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:33.729000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:33.989000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:34.189000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:34.589000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:34.969000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:35.249000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:35.469000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:35.849000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:36.090000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:36.390000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:36.550000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:36.870000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:37.030000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:37.370000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:37.690000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:37.849000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:38.049000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:38.369000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:38.589000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:38.769000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:38.929000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:39.269000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:39.589000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:39.789000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:39.949000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:40.149000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:40.329000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:40.529000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:40.729000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:41.029000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:41.249000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:41.429000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:41.609000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:41.789000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:42.149000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:42.349000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:42.569000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:42.770000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:42.990000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:43.190000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:43.350000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:43.550000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:43.830000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:44.070000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:44.330000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:44.549000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:44.769000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:45.029000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:45.209000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:45.609000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:45.949000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:46.149000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:46.369000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:46.569000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:46.749000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:46.929000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:47.189000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:47.389000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:47.689000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.009000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.209000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.369000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.609000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.769000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:48.949000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:49.270000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:49.670000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:49.890000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:50.270000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:50.670000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:50.850000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:51.169000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:51.409000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:51.709000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:51.889000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:52.369000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:52.749000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:52.889000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:53.109000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:53.429000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:53.609000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:53.789000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:54.029000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:54.389000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:54.669000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:54.789000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:55.049000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:55.289000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:55.609000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:55.770000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:56.670000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:56.950000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:57.150000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:57.590000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:57.989000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:58.149000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:58.389000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:59.229000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:59.469000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:59.749000+00:00,44,1261,9979,0,0,0
2025-05-25 12:08:59.909000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:00.209000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:00.509000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:00.869000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:01.129000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:01.429000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:01.669000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:01.889000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:02.089000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:02.289000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:02.770000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:02.910000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:03.150000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:03.370000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:03.590000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:03.990000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:04.289000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:04.489000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:04.729000+00:00,44,1261,9979,0,0,0
2025-05-25 12:09:04.909000+00:00,44,1261,9979,0,0,0
